,0,1,2,3,4,5,6
0,1.0,0.6843170713690708,0.8078734959858257,0.5574318445104822,0.5549192649443735,0.4117936340477809,0.5547433119416574
1,1.0,0.3490103348775149,0.283850985416382,0.35182722486187784,0.36779697197539596,0.04563751733144195,0.30041980650887623
2,1.0,0.7626913013838323,0.5598029904525269,0.411812986715762,0.5690673429008536,0.7332723039450849,0.22856681811805546
3,1.0,0.8479472137623251,0.77551183809121,0.6276026383333531,0.653560601782681,0.6746754940071041,0.7088548455926471
4,1.0,0.5608740246019124,0.742606842495764,0.9825420385201235,0.2269704569623795,0.25713904069171967,0.29209820786536106
5,1.0,0.5011651715846414,0.539046903125417,0.6198457649610792,0.5283017826949129,0.5817899054128954,0.5872270485141973
6,1.0,0.0478376532191319,0.047091907843746866,0.05215917771865662,0.05972855878271596,0.07383945562456881,0.011916370741059343
7,1.0,0.3413641800978044,0.214211827735515,0.8753439657572728,0.4976704605293839,0.40656320363106174,0.8574496195785749
8,1.0,0.7129307101550539,0.3394034623654777,0.285911310656014,0.41062861973551046,0.2103394878023113,0.5142610037019902
9,1.0,0.4550973594682865,0.26245572687951213,0.4096253889305586,0.12126899640096583,0.4441249470832048,0.17511126850562775
10,1.0,0.6627968733797652,0.8172183187582893,0.7568150180860593,0.7330574786158024,0.6812545092442658,0.6789903243457088
11,1.0,0.5152604505043152,0.5277707969797333,0.46538077312658965,0.49195081711198485,0.679075884785589,0.6953576791693042
12,1.0,0.34044761145403807,0.31289025168394446,0.3143569382098662,0.3714829855623155,0.8485345762195613,0.2574844973808311
13,1.0,0.4425772880714518,0.38533678698118584,0.4380875283218395,0.3348439775627205,0.3303390253790903,0.38634543539992305
14,1.0,0.02317587126873518,0.0637616473535346,0.04523587483591007,0.12251937450838384,0.11131117351397452,-0.07394486107773594
15,1.0,0.02317587126873518,0.5316193868090964,0.3281741848926678,0.4815346418300515,0.3241334981856519,0.36052323943444126
16,1.0,0.44443357289364704,0.5840389004333362,0.17023489054584867,0.21273768340851631,0.5840651508312555,0.5252428493839525
17,1.0,0.7698377061566676,0.9555886630645877,0.786748087988507,0.7739327811158226,0.7332723039450849,0.6112184099045337
18,1.0,0.8744470985365312,0.10989514293892716,0.12269947534538728,0.38634543539992305,0.8795256856303221,0.11200732626238327
19,1.0,0.3732414713608857,0.5451463343324249,0.552639937496038,0.24196214533270968,-0.05825228875476035,0.3460881379537132
20,1.0,0.9026364793836466,0.8837368684892941,0.7863953784015851,0.8702830474592194,0.8031974607299517,0.17978534813730954
21,1.0,0.5353197488395466,0.5034951042882919,0.5014482089237506,0.3131424326491636,0.4411441675435627,0.47141790925547256
22,0.5353197488395466,1.0,0.5182583913403892,0.4758504596311251,0.5490404868139037,0.5376706507385506,0.859007812932428
23,1.0,0.15703732001899168,0.12253146112829426,0.21186797728260595,0.17023489054584867,0.04891630499691159,0.12095398193954342
24,1.0,0.5297661836685764,0.6826684398711348,0.6205950677461557,0.4475748425809689,0.584548818072874,0.6155046281405067
25,1.0,-0.35185434105492486,0.6442777067577423,0.6830220542719888,0.2764965801520666,0.19081366664058558,0.26531570717322844
26,1.0,0.26339076870246675,0.04891630499691159,0.32563547620794114,0.2513682233816361,0.23910853451763556,0.09935073025684707
